name,graduationRate,tuitionFees1314,publicprivate,enrollmentTotal,studentFactultyRatio,percentFTFirstTimeUGAnyAid,percentFTFirstTimeUGAnyGrantAid,avgAmountFTFirstTimeUGGrantAid,percentFTFirstTimeUGFederalGrantAid,avgAmountFTFirstTimeUGFederal,percentFTFirstTimeUGPell,avgAmountFTFirstTimeUGPell,percentFTFirstTimeUGOtherFederal,avgAmountFTFirstTimeUGOtherFederal,percentFTFirstTimeUGStateGrant,avgAmountFTFirstTimeUGStateGrant,percentFTFirstTimeUGInstitutionGrant,avgAmountFTFirstTimeUGInstitutionGrant,percentFTFirstTimeUGLoanAid,avgAmountFTFirstTimeUGLoanAid,percentFTFirstTimeUGFederalLoan,avgAmountFTFirstTimeUGFederalLoan,percentFTFirstTimeUGOtherLoan,avgAmountFTFirstTimeUGOtherLoan,avgNetPriceScholGrantAid1213,avgNetPriceUnder30KTitleIV1213,avgNetPrice30Kto48KTitleIV1213,avgNetPrice48Kto75KTitleIV1213,avgNetPrice75Kto110KTitleIV1213,avgNetPriceOver110KTitleIV1213
Misericordia University,69,28210,Private not-for-profit,3026,13,100,100,13929,25,4190,25,3969,10,538,35,3563,99,11637,83,9837,83,6466,20,13844,24545,21720,19822,22011,26091,15625
Moore College of Art and Design,58,34048,Private not-for-profit,484,8,93,93,18778,37,4276,37,4126,4,1500,35,4123,93,15542,81,8698,81,6391,11,16724,28698,30842,28605,28758,31134,26295
Moravian College,74,35518,Private not-for-profit,1837,12,99,99,20358,35,4213,35,3873,21,562,42,3841,99,17236,88,8612,87,6196,17,12493,25540,26107,20342,22727,25634,17737
Mount Aloysius College,37,20268,Private not-for-profit,1835,13,100,100,10852,50,4507,50,3962,30,901,63,4072,100,6025,90,8888,90,6739,19,9968,20052,18356,17266,20143,22449,16191
Muhlenberg College,86,42755,Private not-for-profit,2448,11,91,88,17423,9,7168,9,4141,8,3554,6,3021,86,16929,48,7587,48,5749,5,17976,36330,32692,14776,21611,24287,23189
Neumann University,50,24948,Private not-for-profit,2956,14,100,100,12109,49,4741,49,4422,45,351,42,3554,100,8294,94,8390,93,5712,23,11258,25221,25864,26311,26420,27853,14421
Salus University,,,Private not-for-profit,1011,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Pennsylvania State University-Penn State Erie-Behrend College,70,14240,Public,4057,15,83,61,6939,33,4352,33,3878,9,1996,38,3314,46,3333,71,8308,71,5761,15,11913,20587,16838,18119,21474,25245,27150
Pennsylvania State University-Penn State Great Valley,,,Public,473,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Pennsylvania State University-College of Medicine,,,Public,797,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Pennsylvania State University-Penn State New Kensington,54,13412,Public,680,13,93,87,5375,32,3577,32,3290,8,1150,43,2861,72,3172,72,6041,70,5599,5,8480,14754,10513,12884,14589,17434,17998
Pennsylvania State University-Penn State Wilkes-Barre,50,13354,Public,613,14,94,81,6400,36,4048,34,3665,14,1509,46,3032,70,3332,73,5937,72,5570,4,7532,13924,10214,10931,13818,17255,17638
Pennsylvania State University-Penn State Worthington Scranton,46,13486,Public,1178,16,93,77,6862,52,4110,52,3801,13,1230,52,3229,44,3295,80,6012,79,5485,8,6294,13617,11295,11723,15487,17663,19370
Pennsylvania State University-Penn State Lehigh Valley,55,13602,Public,925,14,84,67,6870,42,4709,41,4318,14,1343,48,3388,47,2278,65,6001,65,5195,7,8092,12539,9559,10268,13813,17333,18521
Pennsylvania State University-Penn State Altoona,69,14240,Public,3861,17,83,53,6662,33,4352,32,3787,10,2228,32,3273,33,3214,73,8661,72,5795,16,13184,20250,18193,18704,22340,25402,26851
Pennsylvania State University-Penn State Beaver,43,13470,Public,703,16,92,77,6610,42,4370,41,3832,14,2083,45,3107,67,2693,79,6283,78,5835,4,8651,16312,12691,13617,17091,21026,21821
Pennsylvania State University-Penn State Berks,57,14240,Public,2732,17,81,55,6910,34,4543,34,4075,11,1499,37,3275,34,3191,70,7987,69,5876,14,11284,18930,15966,17015,21199,23733,24981
Pennsylvania State University-Penn State Harrisburg,61,14240,Public,4441,14,75,60,6879,33,4563,33,3992,11,1819,28,3216,49,3353,59,8386,59,5906,12,12469,19394,16046,16901,20893,24148,24491
Pennsylvania State University-Penn State Brandywine,44,13608,Public,1492,16,89,77,6017,39,4439,38,4139,10,1481,38,3369,61,2621,67,5804,67,5189,5,8960,13363,9539,10188,13411,16825,18014
Pennsylvania State University-Main Campus,85,16992,Public,46615,17,68,38,8285,15,4385,14,3894,4,1809,14,3533,32,6301,49,8767,48,5552,9,17796,23161,19268,21229,25028,28929,30485
Pennsylvania State University-Penn State Greater Allegheny,46,13464,Public,623,12,92,80,8088,52,4688,51,4157,18,1781,45,3182,62,4123,76,6308,76,5790,4,9831,15952,13846,15258,17353,21471,22915
Pennsylvania State University-Penn State Abington,48,13608,Public,3694,21,86,68,7317,51,4804,51,4300,21,1299,47,3455,40,2304,70,6157,69,5277,6,10140,12123,9633,11544,14036,17857,18926
Pennsylvania State University-Penn State Schuylkill,43,13550,Public,837,15,93,87,8153,64,5302,62,4466,20,2860,52,3207,60,3375,86,7576,86,6897,5,11929,16759,13899,15827,18239,22076,22480
Pennsylvania State University-Penn State York,50,13602,Public,1177,15,81,66,6333,36,4377,36,4080,9,1480,32,3169,51,3166,67,6309,66,5478,8,7872,13991,11360,10987,14875,17466,18634
Peirce College,22,17040,Private not-for-profit,1796,15,87,87,4797,65,4071,65,3935,35,256,22,2220,35,2971,74,8855,74,8629,4,3840,14903,13046,16213,13091,,11114
Pennsylvania Academy of the Fine Arts,68,30380,Private not-for-profit,299,7,100,100,11233,34,5695,34,4895,34,800,10,3065,100,8952,66,8621,66,5816,10,17763,31820,24372,23350,28969,33816,19663
Pennsylvania College of Art and Design,54,20680,Private not-for-profit,223,8,87,65,6108,44,4084,44,3947,34,176,42,3502,39,1792,82,9684,82,6054,24,12342,22865,20408,19518,22999,28324,17087
University of Pennsylvania,96,45890,Private not-for-profit,24630,6,62,51,37606,15,6777,15,4413,9,3973,7,2853,51,35371,20,6944,18,5058,3,14144,21994,20592,9128,11403,20308,6529
Philadelphia University,58,33690,Private not-for-profit,3523,13,98,98,18331,29,4969,29,4493,28,487,25,3382,98,16082,70,8932,69,6391,14,12918,28159,26703,21957,24056,24897,19387
The University of the Arts,64,36582,Private not-for-profit,2063,8,100,99,18034,33,5158,33,4514,14,1482,17,3716,98,15672,78,10880,78,6880,16,19284,34505,31482,29458,32285,33004,25304
Cairn University-Langhorne,70,22455,Private not-for-profit,1093,13,100,100,14153,43,4663,43,4432,21,484,31,3389,100,11091,95,7993,95,6124,18,9897,18158,18897,13408,16322,21893,16165
Philadelphia College of Osteopathic Medicine,,,Private not-for-profit,2736,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
University of the Sciences,72,34742,Private not-for-profit,2773,11,99,99,18560,31,4791,31,4087,20,1107,24,3280,99,16261,71,10978,71,5849,23,16247,31041,32206,20942,24466,29450,22471
University of Pittsburgh-Bradford,52,13078,Public,1481,17,97,87,9185,41,4489,41,4364,9,544,42,3632,64,7234,76,7534,76,6097,12,9443,15613,13450,12833,16302,19574,19551
University of Pittsburgh-Greensburg,53,13128,Public,1677,18,91,76,7865,34,4092,34,3937,10,526,49,3493,42,6941,76,7772,75,5916,13,11179,15654,13471,13244,17566,19511,19702
University of Pittsburgh-Johnstown,55,13130,Public,2840,20,91,75,6197,30,4098,30,3793,12,762,45,3376,49,3848,75,7695,75,5792,13,10927,17217,14018,15122,18431,21131,21058
University of Pittsburgh-Pittsburgh Campus,80,17100,Public,28649,14,76,48,10517,16,4405,16,3951,14,515,18,3613,33,11379,59,9159,58,5955,13,14516,22341,20132,22598,25108,28385,29598
Pittsburgh Theological Seminary,,,Private not-for-profit,246,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Point Park University,50,26170,Private not-for-profit,3841,13,99,99,14446,39,4122,39,3808,13,913,32,3404,97,11861,78,8165,78,5927,14,12767,22321,20128,18861,19488,20785,17324
Reconstructionist Rabbinical College,,,Private not-for-profit,48,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Reformed Presbyterian Theological Seminary,,,Private not-for-profit,81,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Robert Morris University,56,25114,Private not-for-profit,5481,15,100,99,14843,34,4443,34,3883,10,2040,41,3711,96,12191,78,8541,77,5901,16,12742,23414,21573,18836,19991,23255,17806
Rosemont College,46,30950,Private not-for-profit,957,10,100,100,22313,52,5119,52,4671,24,972,40,4020,100,18043,88,7982,88,7193,5,13009,22340,20313,18462,19524,23909,14121
Saint Francis University,71,29992,Private not-for-profit,2344,14,98,98,18724,28,4434,28,3913,11,1365,37,3745,98,16028,79,10562,78,6107,25,14180,23747,21698,16460,20999,25661,15424
Saint Joseph's University,79,39040,Private not-for-profit,8954,15,97,96,18444,11,4976,11,4104,10,994,9,3409,96,17521,61,9455,61,5493,11,21838,34347,34856,25365,28341,31718,27335
Saint Vincent College,70,30350,Private not-for-profit,1813,12,100,100,21241,31,4514,31,4152,11,1000,46,3393,100,18271,92,5918,92,4072,14,11956,20337,16645,15915,18666,21961,11030
Saint Vincent Seminary,,,Private not-for-profit,56,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
University of Scranton,82,38754,Private not-for-profit,5633,11,95,92,19663,21,4533,21,4003,12,991,18,3307,92,18011,70,8927,70,5669,12,18772,32348,29475,24747,27428,32106,21332
Seton Hill University,61,30300,Private not-for-profit,2357,14,100,100,19030,40,4693,40,3922,39,806,53,3399,100,15368,95,7276,95,5262,15,12803,21509,19852,17724,21144,23019,15784
Shippensburg University of Pennsylvania,55,9448,Public,7548,19,87,46,5998,31,4181,31,3961,14,501,37,2988,10,3745,78,8355,77,6052,18,10377,14687,12369,13473,17141,19974,20581
Slippery Rock University of Pennsylvania,63,9027,Public,8347,21,89,49,5698,32,3897,32,3810,9,328,39,2788,20,2240,79,7659,78,5776,16,9675,15354,12489,13831,17198,20290,21028
Saint Charles Borromeo Seminary-Overbrook,43,19500,Private not-for-profit,238,7,57,43,4593,43,3267,43,2933,29,500,14,3978,0,,57,6313,57,6313,0,,31817,17933,31817,,,26482
Susquehanna University,75,38780,Private not-for-profit,2187,12,98,98,21858,26,4358,25,4110,5,1906,26,3359,98,19864,71,7221,71,5574,10,12353,27142,25564,18021,19881,25436,20386
Swarthmore College,93,44718,Private not-for-profit,1534,8,59,49,35967,13,4655,13,4008,4,2357,5,2709,49,34400,23,5577,22,5101,1,15461,22514,20427,14362,18174,23774,7383
Talmudical Yeshiva of Philadelphia,46,8650,Private not-for-profit,124,20,76,76,9092,38,6141,38,4531,35,1744,0,,76,6022,0,,0,,0,,8808,9213,10651,10653,8920,8907
Temple University,66,14096,Public,37270,14,89,82,7506,28,4340,27,4223,27,275,28,3267,73,5455,71,8442,70,5735,14,13964,20670,16759,17606,19443,21914,24476
Theological Seminary of the Reformed Episcopal Church,,,Private not-for-profit,27,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Thiel College,34,26802,Private not-for-profit,1100,14,92,92,16790,47,4528,47,4147,17,1040,41,2955,92,13190,83,8806,83,6657,15,11667,22769,21950,20522,21514,24971,20663
Thomas Jefferson University,,,Private not-for-profit,3635,15,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Trinity Episcopal School for Ministry,,,Private not-for-profit,154,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Ursinus College,79,44530,Private not-for-profit,1596,12,100,98,24933,23,4645,23,3917,19,906,24,3613,98,22941,73,7515,73,5524,11,13733,32254,26859,20585,25254,26451,15762
Valley Forge Christian College,42,19394,Private not-for-profit,1004,14,98,96,7700,48,4134,48,3979,15,490,27,3283,91,5018,87,8152,87,6946,11,9648,21918,20512,20149,23293,22850,17999
Villanova University,90,44430,Private not-for-profit,10696,12,66,56,25709,16,8246,14,4241,14,4825,5,3120,54,24099,49,7774,48,5562,5,20827,30587,28835,18104,25507,31334,16580
Washington & Jefferson College,77,39710,Private not-for-profit,1328,10,100,100,21316,23,5235,23,4155,15,1696,36,3691,100,18749,78,10562,78,6289,20,16916,28149,25561,20732,23260,26643,19250
Waynesburg University,54,20540,Private not-for-profit,2190,14,96,96,12054,39,4614,39,4400,39,214,45,3441,96,8579,86,9514,85,7699,16,10170,16768,15242,16843,19869,19875,14493
West Chester University of Pennsylvania,69,8850,Public,15845,20,79,36,5344,22,4313,22,4078,3,1850,24,2667,9,3547,71,8140,70,5692,13,13357,19407,16581,17745,21477,24294,24748
Westminster College,77,32445,Private not-for-profit,1366,11,100,100,20898,34,4391,34,4183,7,964,52,3033,100,17856,83,9415,83,6416,20,12620,21527,20545,17332,21193,23969,16505
Westminster Theological Seminary,,,Private not-for-profit,588,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Widener University-Main Campus,56,38028,Private not-for-profit,5025,12,99,96,22785,28,4560,27,4084,27,532,26,3590,95,20669,84,9866,84,6167,20,15795,27663,26677,23942,25870,27727,21757
Wilkes University,58,30350,Private not-for-profit,4665,14,96,95,17756,33,4632,33,4076,19,1000,39,3565,95,14717,83,9447,83,6082,21,13479,24787,22773,20760,23764,25485,17157
Wilson College,57,29370,Private not-for-profit,662,8,95,92,16264,45,3571,45,3542,1,1000,33,3443,92,13257,76,6790,75,6011,12,5605,23560,18545,22210,24924,30143,13433
Yeshivath Beth Moshe,76,8400,Private not-for-profit,52,9,93,93,8220,50,6229,36,5160,50,2543,0,,64,7029,57,2625,57,2625,0,,5755,7981,5325,5508,5645,7075
York College Pennsylvania,58,17010,Private not-for-profit,5250,16,98,98,5676,24,3732,24,3742,0,1555,19,3199,97,4152,74,10541,73,7741,18,11875,21661,19768,18599,20529,22717,15123
Brown University,95,45612,Private not-for-profit,8943,8,64,47,35771,24,3950,17,4125,6,3477,3,811,46,34166,21,6160,20,5398,3,8953,22369,22743,7000,11259,21279,5056
Bryant University,82,37234,Private not-for-profit,3454,16,89,88,18458,16,4319,16,3856,15,581,11,611,87,17645,61,10311,61,5811,15,18042,32486,30728,26376,31110,33637,24808
Johnson & Wales University-Providence,58,27456,Private not-for-profit,10369,24,99,98,13760,41,4305,39,4305,40,215,17,580,98,11950,92,9016,91,6458,15,15720,26398,26027,23316,24571,26468,22556
Providence College,85,43245,Private not-for-profit,4665,12,81,78,21827,15,4916,15,4199,3,3960,13,636,77,20915,57,9486,56,6583,8,20670,34388,31165,24433,28195,33184,19282
Rhode Island College,43,7602,Public,8700,14,86,67,6173,44,4625,43,4322,31,433,52,799,38,4513,66,6607,65,5337,9,10258,8693,6016,7116,10767,13590,14477
University of Rhode Island,63,12450,Public,16387,17,91,79,10246,26,4177,26,4156,0,1764,28,676,79,8728,80,6382,80,5572,5,13837,17090,11660,14690,18076,21362,24049
Rhode Island School of Design,87,42932,Private not-for-profit,2420,9,54,36,25317,16,5225,16,4319,14,1008,3,882,34,24007,36,6868,36,5632,2,19164,34259,34863,31756,37548,37489,31876
Roger Williams University,63,31668,Private not-for-profit,4732,14,91,90,13870,13,4291,13,3905,3,1918,9,653,90,13187,63,10821,63,6074,16,19385,34765,33506,29023,32480,33983,27428
Salve Regina University,64,34950,Private not-for-profit,2603,13,92,90,18837,26,4141,26,3816,17,657,22,697,89,17638,80,9585,80,5740,19,16900,29404,28852,26292,27221,29485,18961
Northpoint Bible College,51,10430,Private not-for-profit,409,17,100,85,5653,85,3738,64,4884,21,156,18,529,38,3965,92,6288,77,6912,15,3167,17259,18662,18285,17188,22193,18050
Allen University,23,11940,Private not-for-profit,651,15,93,93,7335,84,4637,84,4370,43,525,45,3407,32,4406,87,7071,87,7071,0,,13960,12444,14645,18025,17380,12106
Anderson University,41,22790,Private not-for-profit,2966,16,100,100,17338,33,4493,29,4013,11,2716,70,6897,99,10998,64,7406,61,6035,13,8527,18205,15517,15890,19714,19347,13920
Charleston Southern University,36,22090,Private not-for-profit,3269,15,100,100,16194,46,4460,45,4147,19,1100,75,5984,99,9733,78,7299,77,6487,7,9363,17058,15362,15625,17433,18830,13263
Benedict College,30,18254,Private not-for-profit,2512,18,98,96,12437,82,4908,82,4606,21,1172,26,4751,89,7408,90,7697,90,7650,0,10431,18076,16296,20681,25207,20414,14780
Bob Jones University,61,13460,Private for-profit,3364,11,68,63,8881,40,4740,40,4586,12,500,19,7229,54,4347,35,5523,35,5246,1,8504,16448,17394,14535,16943,20585,13382
Southern Wesleyan University,44,22200,Private not-for-profit,1701,18,97,96,14147,57,4470,57,4124,24,953,62,4885,82,9731,77,7332,77,6818,6,6920,17152,14910,15790,19787,19443,13397
College of Charleston,64,10626,Public,11619,16,75,62,8867,20,4476,20,4309,5,1161,49,5307,35,5765,43,6771,42,5608,4,13700,16628,11439,13964,17423,18781,19413
Citadel Military College of South Carolina,69,10838,Public,3598,14,85,69,11692,22,4304,21,3895,3,3482,44,4453,34,15153,55,8140,54,5482,7,21453,16157,11114,14428,15861,20287,20300
Claflin University,44,15010,Private not-for-profit,1884,14,98,97,14478,92,5613,92,4941,59,1050,96,5368,58,6362,95,7233,95,7031,3,7050,15371,10453,11923,21110,16940,12306
Clemson University,83,13054,Public,21303,17,91,89,9856,16,4376,16,4215,5,500,61,5760,65,6988,42,12938,42,11438,5,15120,16817,7815,15083,10490,13208,14903
Coker College,43,24579,Private not-for-profit,1172,12,100,100,15547,59,4690,59,4418,14,1163,61,5347,90,10578,84,6958,84,6621,2,13297,16994,12142,13966,17156,16624,12329
Columbia International University,65,18930,Private not-for-profit,1154,15,93,93,11385,51,3604,42,4097,8,1139,48,6324,91,6354,52,5214,50,5099,2,8244,16846,14333,12172,15450,18904,10379
Columbia College,42,26800,Private not-for-profit,1169,10,98,98,21239,51,4972,51,4760,5,2264,78,6723,97,13340,68,7831,67,7834,1,3750,16360,14393,16088,18423,16566,12672
Converse College,62,29124,Private not-for-profit,1333,11,98,98,21227,44,4456,44,4328,5,1644,65,6790,98,14741,83,7151,82,6293,8,10401,18663,16377,16803,20528,19881,15350
Erskine College,56,31580,Private not-for-profit,815,12,100,100,27113,45,4552,45,3927,20,1378,69,6356,100,20676,74,6843,74,6367,3,10091,18045,15859,16536,18014,21688,13861
Francis Marion University,41,9386,Public,4058,15,99,95,7252,65,4760,65,4569,13,956,60,4905,24,3539,73,7104,73,6978,1,6280,12451,10478,12350,14356,15140,0
Furman University,84,43164,Private not-for-profit,2953,11,86,83,23041,14,5316,14,4441,12,1000,25,7341,82,20263,32,9584,31,6352,6,19456,32527,25877,17132,25867,27041,17175
Lander University,52,10100,Public,2877,16,99,97,8326,51,4529,51,4451,13,303,84,4624,38,4915,73,6605,72,6193,6,5738,13847,11285,13466,15638,16243,16830
Limestone College,36,22080,Private not-for-profit,3307,19,100,99,13088,48,4446,47,4156,17,915,40,4746,92,9711,76,9400,76,8496,7,9904,21576,21426,19398,21733,24570,20396
Lenoir-Rhyne University-Lutheran Theological Southern Seminary,,,Private not-for-profit,107,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Medical University of South Carolina,,,Public,2775,9,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Morris College,26,11087,Private not-for-profit,824,15,99,97,7375,91,5951,91,4736,45,2441,54,2867,16,882,94,6590,94,6590,0,,13038,11770,13417,16495,17674,11468
Newberry College,45,23800,Private not-for-profit,1039,12,100,100,18784,80,3326,56,4460,24,672,73,5850,99,11877,95,7469,85,6968,10,11518,19091,16952,0,,,17109
North Greenville University,55,14772,Private not-for-profit,2466,14,100,100,13419,40,4319,40,4236,6,558,74,6680,100,6733,51,6124,50,5796,4,6694,14954,14847,13762,15381,15258,14705
Presbyterian College,68,33650,Private not-for-profit,1433,12,100,100,27944,27,4413,27,4024,19,540,61,7229,99,22502,65,6234,57,5634,8,10623,17186,16465,12598,17903,21238,9333
University of South Carolina-Aiken,42,9308,Public,3299,14,97,93,7098,49,4418,49,4311,6,944,82,4310,27,3460,62,5901,61,5537,3,8817,11300,8893,10326,13086,14829,15022
University of South Carolina-Beaufort,27,8972,Public,1724,16,91,81,6385,42,4341,42,4238,6,672,57,3986,29,3652,72,6334,71,5774,4,10525,13321,11086,12603,15718,16309,16322
University of South Carolina-Columbia,73,10816,Public,31964,18,90,86,7261,19,4472,19,4232,3,1759,53,5280,63,4036,47,7000,46,5541,6,11731,17220,10048,13669,16698,18601,20104
Coastal Carolina University,46,9760,Public,9478,17,91,73,7944,39,4451,39,4276,7,1044,49,5379,29,5033,73,8185,72,5959,10,16474,14358,12197,13701,16438,17880,18512
South Carolina State University,36,9776,Public,3463,14,98,89,8727,79,4835,79,4577,21,997,46,3606,23,10003,89,7841,88,7427,5,8308,17344,17125,17467,19548,20691,19258
University of South Carolina-Upstate,40,10198,Public,5445,15,97,94,8004,50,4677,50,4477,17,600,83,4518,34,4199,70,6500,69,5984,5,7461,13412,10656,11880,15115,16701,17394
Sherman College of Straight Chiropractic,,,Private not-for-profit,286,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Voorhees College,33,10780,Private not-for-profit,536,11,99,98,9137,93,6295,92,4617,67,2341,51,3570,45,2860,91,7212,91,7184,1,12000,15349,15177,14818,15621,17037,13766
Winthrop University,56,13670,Public,6130,15,99,97,9221,48,4575,45,4332,10,2305,87,5167,46,4934,73,7654,71,6482,12,7753,14941,13018,13740,15909,17915,18837
Wofford College,82,35515,Private not-for-profit,1615,12,92,91,24757,19,4516,17,4156,13,1053,47,7727,89,20206,45,7195,45,5469,5,15707,23181,20772,21700,21705,25613,17010
Augustana College,66,28630,Private not-for-profit,1765,11,100,100,17505,21,4916,20,3601,20,1658,22,1343,100,16147,64,9521,63,7042,15,10965,19378,18321,12114,16011,20555,13684
Black Hills State University,33,7617,Public,4464,20,92,69,3818,43,4434,39,3925,24,1468,12,1195,40,1522,75,6318,74,5408,10,7186,12085,10478,15451,13835,14787,14887
Dakota State University,47,7506,Public,3129,18,94,77,3403,41,3994,40,3715,12,1303,15,1004,58,1426,80,6932,78,6099,10,7174,13790,10734,12195,15259,16183,16549
Dakota Wesleyan University,42,22700,Private not-for-profit,879,11,100,100,14984,37,4329,37,3799,21,922,21,1199,100,13143,84,8047,84,6119,19,8919,16645,16791,15332,17259,17844,13692
Mount Marty College,52,22892,Private not-for-profit,1225,10,99,97,13384,41,4226,39,3611,25,1246,14,1514,92,11913,83,6855,83,5962,10,7064,19868,17147,29095,31884,32975,24928
